Study_Hours,Attendance,Previous_Marks,Assignment,Final_Score
0.9,69,68,53,58.0
9.2,64,83,63,74.7
1.4,56,56,63,48.9
9.5,66,41,74,68.0
4.5,71,100,44,71.3
1.9,71,46,51,53.0
5.4,61,39,59,48.9
8.7,67,48,85,64.4
7.3,95,59,44,72.7
8.1,96,59,95,80.4
6.6,64,54,75,64.8
6.9,86,95,60,83.3
8.5,65,64,87,78.1
2.5,54,80,78,65.2
4.9,51,100,42,61.6
2.2,77,100,68,72.6
9.9,90,56,93,83.0
9.4,76,39,64,65.2
0.4,80,72,66,60.5
7.1,90,84,75,73.6
9.3,85,100,91,89.9
1.8,96,35,61,56.6
5.7,92,35,77,65.8
9.2,50,77,74,75.5
0.3,99,31,40,52.7
7.0,78,80,42,67.0
3.0,50,90,63,63.7
9.2,57,48,47,49.1
9.7,65,31,87,68.8
9.4,77,80,93,83.0
4.7,71,55,78,65.0
8.6,67,99,57,77.1
8.4,71,49,80,71.7
3.2,90,52,42,56.8
8.3,61,83,57,72.4
0.4,68,44,55,49.0
6.0,74,35,71,59.8
2.3,99,64,92,75.0
1.2,54,37,40,37.6
0.8,83,86,92,74.4
7.0,88,79,65,75.6
3.4,59,78,91,70.2
7.2,96,50,87,73.0
0.7,56,65,51,50.2
3.2,86,100,77,84.3
5.4,96,98,99,89.7
7.9,64,87,60,73.5
3.2,91,92,80,72.7
6.3,73,45,92,63.0
8.9,75,35,52,58.9
6.2,75,81,95,79.6
2.3,95,31,51,54.2
0.2,75,47,52,56.5
8.7,59,64,57,62.5
0.2,66,68,58,55.3
8.7,63,30,58,53.4
5.3,51,66,90,67.7
9.4,97,50,45,66.0
8.0,62,30,87,59.2
10.0,76,33,46,56.5
3.5,58,87,46,62.7
7.7,56,30,67,54.4
4.0,97,42,94,72.1
4.8,59,75,67,63.6
6.3,58,76,58,67.7
8.7,71,36,55,58.5
9.8,72,80,56,80.3
7.7,56,32,61,57.0
4.2,97,79,58,69.1
4.2,58,55,87,63.9
7.4,76,60,68,72.7
2.4,73,91,87,73.3
1.1,78,55,58,57.3
3.5,66,96,86,71.0
2.9,69,84,74,65.7
3.0,56,57,86,59.1
2.3,92,73,64,64.9
0.4,89,67,99,72.3
0.2,56,59,87,58.5
9.9,77,95,59,78.4
4.3,68,37,76,52.9
3.8,69,43,58,49.1
6.8,93,91,81,89.3
2.2,88,92,52,65.0
9.5,89,95,86,91.8
7.9,56,69,51,66.0
0.9,55,42,88,49.5
4.2,74,46,54,53.2
8.8,90,44,99,78.7
9.4,62,62,43,62.8
4.7,88,45,54,58.9
6.1,89,42,56,61.6
1.7,71,52,66,56.2
9.9,98,65,50,75.1
2.3,66,72,94,67.3
9.4,97,79,62,88.3
6.5,71,42,54,60.2
6.1,83,59,91,77.7
5.1,57,86,70,67.1
2.3,98,59,92,68.4
1.8,94,100,65,84.5
2.2,67,39,46,44.8
1.9,73,95,52,67.1
7.8,91,68,93,85.0
3.5,51,66,52,51.6
0.6,51,32,91,51.2
9.7,76,63,59,71.0
8.8,63,67,73,69.7
9.3,97,43,49,66.4
9.9,88,93,89,88.5
1.7,61,68,99,60.5
4.0,81,83,91,86.3
7.6,77,31,76,67.1
7.0,77,72,91,78.2
1.5,95,82,90,82.6
8.2,74,32,66,64.8
2.2,53,70,73,60.3
2.2,75,37,75,54.7
5.4,85,92,55,78.1
5.9,99,94,98,94.0
5.8,52,33,60,51.6
0.9,50,97,55,58.2
8.8,66,39,56,59.8
2.7,56,79,54,58.8
1.3,97,52,52,58.5
8.9,54,90,72,75.6
9.6,68,76,93,84.5
8.6,88,32,44,64.5
8.1,95,46,66,72.4
6.6,83,51,91,72.3
5.5,84,45,40,59.5
0.9,98,32,83,58.4
4.1,65,81,69,66.0
3.7,89,62,62,70.2
2.6,99,71,54,74.0
7.2,96,31,75,71.1
5.0,88,68,58,68.5
0.8,76,75,69,57.2
2.2,90,77,55,69.5
6.8,87,56,94,78.2
0.8,99,44,57,59.9
8.5,99,36,65,65.2
5.0,74,86,56,68.4
4.8,75,71,50,69.1
5.9,63,38,91,58.9
8.2,63,35,84,64.5
3.5,63,86,95,71.7
6.8,74,59,68,68.6
5.7,85,84,93,81.8
2.7,53,83,48,60.4
8.8,96,56,88,80.9
8.0,64,88,56,74.5
6.6,81,36,66,67.8
8.5,67,69,76,75.5
8.7,63,31,61,58.2
7.1,50,43,47,53.7
8.4,91,39,42,63.7
7.0,69,79,77,72.3
6.8,59,47,74,58.0
6.2,59,47,71,60.9
7.5,73,45,47,56.6
1.6,83,81,83,70.2
8.8,77,98,98,89.6
8.7,76,81,66,71.5
0.3,89,60,71,60.9
8.3,50,52,75,59.5
1.3,82,71,73,73.5
3.4,53,91,99,75.2
7.4,56,79,64,66.4
1.6,58,44,70,48.2
8.2,65,73,81,66.6
8.3,54,71,86,67.1
5.1,83,74,52,62.7
0.1,72,64,95,61.7
2.9,92,51,54,60.7
6.2,99,67,93,81.7
9.8,74,99,90,86.4
6.3,100,93,89,89.5
2.6,62,36,52,42.0
6.3,73,73,91,77.4
5.4,60,36,91,61.9
7.8,100,95,72,89.7
1.1,66,89,70,68.9
7.6,86,30,64,57.7
5.4,62,91,87,75.9
9.6,76,47,97,72.7
3.4,69,36,79,52.9
6.3,82,83,62,70.2
9.3,91,96,77,96.8
1.0,81,39,42,50.8
9.4,57,90,91,85.8
6.9,78,88,55,74.9
0.7,89,88,41,61.9
3.0,68,98,62,71.8
7.1,55,92,73,80.0
0.7,93,37,69,58.8
5.8,88,84,86,81.5
3.5,97,35,49,57.9
6.2,90,30,40,58.7
0.5,70,85,61,62.4
8.7,71,39,91,68.5
9.7,91,52,86,77.0
9.7,59,45,95,70.5
7.5,59,45,72,56.6
1.3,78,85,64,65.7
7.6,65,35,61,56.2
0.2,50,59,55,43.6
0.2,66,92,69,64.9
3.2,79,30,57,54.7
4.9,75,80,63,73.9
7.7,95,75,44,72.8
6.8,68,50,92,67.3
4.5,70,67,76,66.0
2.7,66,98,94,78.7
10.0,95,92,62,84.7
4.3,89,79,81,75.2
4.5,70,41,66,57.4
1.6,90,98,94,83.9
7.9,89,73,51,73.9
6.9,94,81,49,75.5
2.2,98,38,73,60.9
0.8,68,94,95,73.6
6.8,56,39,72,49.6
6.5,66,75,55,70.5
2.7,50,87,68,62.7
9.5,86,66,57,80.4
1.5,55,81,66,63.4
4.3,75,42,46,50.6
9.4,51,35,75,57.6
4.2,81,87,66,69.9
6.4,97,77,49,72.0
4.0,54,61,49,48.0
2.7,86,40,96,63.1
9.8,80,34,50,58.4
4.1,61,35,96,61.6
8.9,84,50,69,66.0
2.3,79,71,42,65.6
2.1,97,56,68,65.1
0.3,55,32,53,43.9
6.5,64,89,52,65.8
3.7,64,95,58,70.1
8.6,65,78,64,67.5
4.7,69,63,100,67.3
9.7,62,66,49,68.5
1.9,93,71,54,65.1
8.7,91,94,67,84.7
7.8,95,89,79,83.6
7.7,80,30,88,64.0
8.4,83,88,77,78.4
7.6,78,33,46,54.6
6.3,52,43,53,51.9
1.3,58,47,98,58.2
0.3,60,63,69,54.9
9.2,60,30,79,54.4
6.2,74,82,51,69.4
8.0,71,51,67,64.3
4.8,91,90,89,81.4
1.2,95,51,53,55.1
1.3,58,79,40,55.0
6.9,69,45,43,48.9
4.3,70,57,88,62.9
2.0,59,99,57,65.1
4.9,71,71,90,70.9
0.6,78,95,75,72.7
5.8,58,100,71,74.2
2.7,54,64,67,54.1
8.0,89,49,67,65.0
3.1,60,31,77,53.5
4.6,50,36,71,49.9
0.1,91,78,47,58.7
0.7,50,38,64,37.2
3.9,88,56,86,71.6
4.8,95,31,59,57.8
6.0,54,97,72,68.9
2.9,98,89,69,81.3
6.9,71,78,76,68.5
8.6,75,31,55,57.7
7.8,55,46,92,67.2
0.4,81,49,64,57.1
4.8,97,61,77,69.9
1.0,60,80,92,70.5
2.4,59,71,81,67.1
9.9,96,92,49,86.5
1.4,88,90,44,63.9
5.0,83,91,47,70.8
6.2,80,32,98,71.1
7.0,61,55,72,64.7
5.6,100,77,76,78.6
0.1,93,37,40,48.5
3.3,65,34,70,47.5
5.2,87,40,46,60.8
0.9,52,71,86,59.4
3.5,51,70,62,62.3
0.3,54,48,100,50.6
0.8,60,77,97,63.6
4.0,74,82,63,68.3
1.3,84,84,53,72.4
5.7,84,90,62,76.4
6.9,71,61,98,72.2
8.0,86,75,48,72.4
2.0,71,65,47,53.5
1.7,60,47,47,49.2
1.0,81,47,42,53.1
6.4,84,41,97,76.1
7.1,80,75,71,69.9
0.3,94,84,91,71.2
9.4,57,67,43,61.3
0.5,69,31,88,55.2
5.4,91,38,77,69.1
7.1,83,34,41,56.7
8.7,53,48,48,57.8
7.1,67,100,85,86.6
8.0,100,68,40,70.1
3.4,53,71,88,68.7
8.1,69,46,50,63.7
0.8,58,92,68,61.5
8.9,65,75,65,68.8
5.5,75,49,66,64.2
8.2,87,99,77,93.3
4.5,74,37,68,54.6
6.4,53,48,72,63.7
5.3,90,61,67,67.1
7.3,94,48,70,70.4
0.8,90,53,58,55.2
0.6,87,53,87,65.9
2.5,68,85,65,66.3
1.6,63,47,89,57.8
8.7,70,41,68,61.5
2.2,64,70,50,54.7
9.8,52,77,80,73.1
3.4,86,93,71,75.7
1.8,99,45,60,60.8
7.9,95,52,77,70.7
6.6,65,68,73,61.6
5.0,63,62,79,65.8
5.6,58,53,61,58.0
7.2,96,90,87,89.0
2.3,56,84,66,63.5
10.0,63,90,99,84.2
9.7,55,69,47,62.5
6.5,70,87,79,75.2
2.0,64,30,85,47.0
6.8,57,54,70,62.7
0.7,83,82,40,62.9
0.3,89,90,78,76.5
2.6,50,75,73,58.7
4.6,81,89,86,77.3
8.7,98,80,98,89.5
7.3,100,77,63,78.2
7.4,54,69,67,58.8
4.3,79,36,89,64.0
3.5,71,48,43,54.2
3.7,69,44,57,54.4
9.9,65,99,68,81.1
0.4,56,90,62,58.0
8.7,56,85,76,76.6
5.8,99,39,100,74.8
4.4,99,75,66,71.6
7.3,51,86,55,69.7
4.9,96,64,84,78.2
8.7,63,32,66,63.1
9.0,80,95,48,81.5
4.2,99,82,44,69.8
2.8,90,81,98,79.1
5.9,63,82,47,67.2
9.1,54,83,57,65.5
2.1,60,76,74,67.4
6.2,89,32,45,57.9
6.3,54,94,82,76.9
7.3,78,44,62,64.1
1.3,60,63,85,60.3
7.2,54,79,65,66.0
9.1,98,62,95,84.9
1.8,81,32,90,51.1
2.4,85,31,78,59.6
9.7,64,33,63,66.0
1.8,68,45,49,46.4
8.5,71,83,54,68.1
4.9,83,62,77,74.8
2.5,66,38,59,50.8
8.7,61,86,68,76.9
4.5,74,69,45,62.3
5.1,66,81,87,70.8
3.6,59,45,48,51.3
5.9,77,37,90,64.1
1.6,67,89,89,69.0
3.9,100,65,44,68.3
9.7,67,32,87,66.5
2.6,94,44,78,66.0
6.6,81,52,58,65.4
3.3,63,32,44,46.9
7.7,65,59,59,67.4
1.3,99,74,50,67.0
9.7,67,46,94,76.3
4.5,65,87,89,78.1
2.4,66,87,99,76.4
0.7,56,86,66,58.5
1.7,61,36,68,51.6
5.2,83,68,46,65.9
3.4,59,87,99,69.6
8.3,54,85,89,72.8
4.3,70,44,42,47.5
2.5,52,73,44,48.7
6.2,68,41,94,62.2
7.1,94,37,52,65.4
1.7,93,70,55,65.4
1.7,84,63,93,72.5
0.4,55,75,51,48.9
7.4,63,58,78,62.2
6.6,53,45,66,53.3
4.7,94,34,93,70.8
8.4,100,34,84,76.1
8.1,67,59,99,74.0
5.9,78,79,72,74.8
8.7,84,34,54,60.4
2.1,87,42,60,54.6
1.1,65,78,83,66.5
2.7,69,79,56,64.4
0.6,73,43,94,64.5
5.3,84,75,91,75.4
9.4,93,63,76,76.5
0.4,100,100,88,81.1
1.2,68,76,95,70.6
4.5,53,89,54,68.9
9.3,82,40,59,65.8
3.2,51,79,58,55.7
5.1,62,33,40,42.7
0.4,94,70,43,58.8
1.5,79,88,42,63.5
9.9,83,89,47,80.3
9.7,79,91,80,86.1
0.0,100,54,83,64.9
9.5,73,62,44,61.9
6.4,97,48,48,67.1
8.7,93,86,40,75.1
4.5,82,44,94,66.7
5.2,90,70,82,73.2
4.9,98,98,69,78.7
6.7,59,89,46,70.8
1.4,67,51,61,50.8
0.3,68,72,59,51.3
3.1,56,61,68,57.2
7.0,68,42,66,59.6
2.0,73,67,64,55.4
6.7,64,55,85,70.5
9.7,90,34,74,72.2
0.9,91,78,66,71.1
6.7,72,34,50,55.2
4.4,53,100,56,62.6
8.7,87,77,70,79.5
1.8,53,47,57,45.5
6.9,54,35,58,49.6
8.4,90,95,89,95.2
9.4,93,71,77,79.6
6.8,72,81,68,71.8
5.0,89,40,54,59.8
6.2,86,55,46,64.2
8.7,60,50,76,70.1
5.7,60,95,76,73.6
0.3,62,69,46,52.1
9.3,63,85,61,70.0
6.9,57,80,51,65.9
6.8,74,49,47,64.6
2.2,67,86,96,71.9
6.6,100,34,57,66.7
3.9,93,43,67,59.2
6.5,93,53,57,66.8
1.1,67,97,70,67.4
6.6,59,81,56,66.9
10.0,56,77,62,70.0
0.5,99,76,50,69.1
9.8,93,89,54,81.2
4.1,63,32,69,54.0
8.7,64,38,91,66.9
7.8,65,53,70,61.4
5.7,51,33,96,51.0
7.4,79,38,45,57.9
8.8,79,30,51,56.6
4.0,67,64,62,61.7
3.3,80,41,100,62.4
6.7,93,47,78,73.1
8.1,97,39,79,77.4
7.6,62,47,75,62.2
8.0,69,53,74,61.1
4.4,98,30,42,55.3
8.2,99,45,81,73.6
1.2,84,44,95,61.1
5.4,72,91,67,73.2
0.1,91,34,54,54.1
3.2,82,74,52,62.9
3.7,87,81,58,72.5
4.0,84,100,79,80.2
7.0,100,36,57,65.2
3.9,85,56,70,68.9
4.5,69,42,76,58.2
2.4,52,46,60,50.3
3.7,57,73,78,63.4
2.3,89,42,44,55.4
0.7,81,34,96,58.8
6.0,78,62,90,74.1
6.7,56,33,96,61.5
6.2,51,55,56,57.1
4.6,70,97,58,73.0
3.8,55,45,43,43.9
8.6,77,51,93,80.1
5.2,97,65,65,72.7
4.8,91,87,63,79.1
0.3,85,84,78,63.4
3.4,81,64,95,74.8
3.8,94,54,93,75.6
4.0,91,90,77,80.2
5.8,95,47,85,65.8
5.3,58,87,93,72.6
6.1,60,86,58,64.3
7.6,72,92,69,81.4
8.1,99,41,65,66.8
7.2,60,40,91,65.2
9.6,98,42,50,68.0
0.2,51,64,93,61.3
2.0,52,56,100,61.0
0.1,60,96,78,64.5
6.5,99,74,42,69.8
9.0,84,96,91,88.9
2.4,64,51,61,44.1
9.3,92,71,56,82.1
0.6,60,49,50,50.0
9.3,80,77,86,82.8
3.5,77,47,78,64.8
1.0,77,99,100,79.2
4.9,81,35,86,64.9
2.6,74,68,66,65.9
2.8,69,40,88,58.3
3.1,77,54,82,66.7
8.0,74,84,68,71.1
5.4,60,87,99,77.6
3.1,68,66,100,69.8
6.1,77,45,51,57.5
7.2,50,99,52,67.8
2.7,54,66,97,63.6
4.1,59,82,50,64.3
1.2,91,45,70,60.0
1.8,95,47,50,66.3
6.8,83,48,96,70.7
1.8,85,73,97,76.0
5.3,51,31,80,55.2
7.1,67,87,82,76.2
1.1,62,39,96,52.3
5.7,100,75,75,78.4
2.6,54,48,41,40.7
9.6,69,67,62,68.3
4.8,51,66,100,68.5
8.1,60,74,75,78.8
5.5,79,63,53,69.3
0.4,81,31,76,51.4
6.3,81,73,88,80.5
9.5,99,56,66,76.2
6.0,87,77,51,68.4
8.2,77,36,97,70.2
8.8,59,56,68,58.2
2.3,71,100,45,60.9
2.1,66,47,83,60.6
6.1,71,62,86,74.7
4.1,92,62,62,60.4
8.4,68,54,90,76.1
9.0,66,43,49,61.9
3.5,73,67,73,64.5
2.4,85,67,100,75.5
7.8,81,33,83,72.1
2.7,95,91,51,76.4
8.2,85,39,71,68.8
4.2,77,64,65,63.0
6.7,63,52,46,54.8
1.0,85,94,71,75.0
6.2,55,54,72,61.7
4.5,58,82,57,66.5
5.9,70,46,74,57.8
1.7,61,86,59,62.7
7.4,79,49,70,69.1
8.6,80,54,44,63.4
2.2,89,71,71,76.1
1.0,53,74,91,59.7
0.2,80,60,86,63.7
6.4,76,94,81,83.1
6.1,74,81,58,72.7
5.5,54,50,40,48.7
2.3,55,59,46,48.4
3.9,54,32,99,58.5
5.9,100,99,97,94.3
5.0,76,72,61,67.4
9.9,57,58,89,66.0
1.4,58,32,73,47.7
7.0,64,87,90,83.1
4.0,85,62,95,75.7
4.3,90,74,95,77.0
7.2,56,98,49,64.8
6.9,81,61,86,77.4
9.9,57,81,81,75.1
1.3,96,93,65,78.9
1.0,100,69,71,73.9
7.2,64,42,99,67.0
5.8,86,58,81,73.1
2.7,68,92,66,70.0
0.8,88,55,51,53.2
0.9,55,88,79,69.1
8.9,68,78,62,74.2
1.9,77,82,53,64.3
3.2,66,60,73,63.9
2.3,91,41,56,57.9
3.5,68,87,45,59.8
0.7,80,65,66,58.6
5.2,60,39,47,42.8
0.7,64,35,72,48.9
8.0,59,36,74,60.7
2.3,92,60,86,70.0
5.4,72,32,56,49.8
8.8,52,76,65,66.4
6.5,52,30,96,57.3
5.3,67,74,46,64.4
3.2,74,83,85,77.5
3.3,92,79,63,63.8
6.7,69,36,64,57.3
9.9,78,92,74,82.6
6.6,71,44,65,59.9
5.6,99,96,98,93.9
7.3,64,59,89,68.6
4.7,88,97,93,87.8
0.6,59,65,44,55.1
5.6,70,96,91,79.6
9.6,78,34,93,70.6
1.8,81,54,86,63.9
6.9,59,40,77,66.5
2.0,62,95,99,73.4
5.4,96,57,74,76.8
1.0,72,89,69,66.9
4.5,99,39,89,70.9
7.6,72,79,64,75.1
3.5,80,68,63,64.2
6.6,53,66,69,65.9
8.0,98,92,59,82.9
9.3,52,90,93,76.6
2.3,70,67,42,58.2
4.0,51,62,71,59.5
1.5,53,74,98,63.1
9.9,50,73,47,67.0
9.3,64,30,90,61.7
5.4,82,82,89,80.8
8.4,55,76,86,68.4
5.2,56,62,62,57.5
6.2,68,96,85,77.3
0.9,93,44,55,52.4
7.6,50,43,74,57.8
1.3,88,52,100,69.9
8.3,68,83,64,75.5
7.8,94,37,54,64.5
7.1,75,83,90,81.8
0.4,93,65,47,56.3
3.0,61,81,73,62.8
2.6,71,35,64,51.7
3.6,62,57,88,60.5
0.9,77,79,83,68.9
9.4,63,67,58,65.6
5.5,71,59,82,67.3
3.1,79,83,89,70.4
4.0,93,100,52,71.7
4.5,69,75,85,69.0
6.0,93,57,100,75.0
5.2,76,46,51,49.2
9.2,87,77,54,77.9
5.0,91,73,62,75.1
9.9,90,89,92,94.2
8.5,83,89,79,83.7
2.1,88,34,41,49.5
9.3,90,98,79,90.4
1.2,93,99,62,72.9
8.2,86,36,99,68.1
3.8,50,82,98,73.4
8.8,64,46,44,57.2
8.7,81,88,73,81.8
8.1,57,38,49,51.9
7.9,82,51,66,70.0
3.0,67,74,94,70.0
0.8,94,88,81,74.6
4.0,78,42,43,51.8
1.7,81,41,43,50.1
6.9,82,65,47,62.8
3.5,54,39,45,48.6
9.8,67,45,64,62.4
6.4,97,48,66,67.2
8.2,59,35,86,60.9
1.3,85,33,89,62.4
8.6,82,59,92,77.4
9.2,72,75,93,84.7
4.9,89,56,79,69.6
6.1,54,74,59,58.0
7.6,83,66,66,70.2
1.7,73,38,46,45.4
5.0,66,90,98,80.8
4.0,80,64,62,63.3
1.5,56,76,59,53.0
3.7,66,50,88,58.0
0.7,77,46,90,54.9
0.3,87,84,73,77.9
1.4,71,35,68,48.6
9.6,64,64,100,79.2
5.5,86,79,83,74.9
9.7,64,66,90,79.7
4.3,99,42,44,57.2
3.1,99,54,66,72.7
5.1,74,30,51,57.5
4.4,70,78,56,61.6
1.1,87,64,76,69.6
6.4,51,82,73,73.4
2.2,76,81,69,62.8
6.2,98,83,75,77.9
6.5,81,76,45,61.8
1.5,70,72,71,59.8
0.6,53,49,71,46.3
7.8,93,62,48,69.2
4.6,68,45,97,61.2
0.6,51,36,61,44.3
9.9,75,99,49,79.5
0.6,83,50,68,59.0
7.0,63,65,50,64.4
9.8,64,83,67,76.4
2.4,69,48,41,48.3
1.4,83,54,95,64.5
1.2,85,96,60,73.8
3.0,68,82,96,74.4
1.0,58,77,70,60.2
6.9,56,71,97,70.9
0.6,79,76,80,68.3
5.1,62,71,91,67.9
10.0,76,31,100,73.0
8.1,93,35,56,63.8
6.2,84,75,66,75.6
3.1,62,95,69,65.0
6.2,64,69,80,69.4
5.3,95,87,96,88.6
4.3,58,62,47,54.4
1.3,94,91,76,72.2
8.9,72,41,44,56.0
4.5,85,78,65,75.7
1.9,89,34,45,50.9
3.7,52,80,55,56.4
4.1,83,98,40,74.3
8.3,68,61,48,67.8
7.3,77,78,60,69.0
7.7,72,89,46,69.8
0.1,89,75,82,68.8
4.2,98,97,54,79.8
4.8,94,70,63,71.6
0.2,56,96,44,57.3
2.6,90,42,90,65.6
7.6,61,47,77,69.7
1.4,63,80,94,70.2
5.4,95,65,68,72.1
2.2,64,63,85,61.7
0.1,52,41,91,52.3
2.4,64,34,96,54.2
9.8,100,77,85,89.8
8.0,73,69,50,67.6
9.6,95,42,43,63.6
4.9,57,55,98,58.5
1.1,54,43,49,37.8
5.5,100,40,73,67.8
4.5,53,67,96,69.5
8.4,63,86,43,66.8
1.0,65,51,91,61.6
4.9,69,45,49,52.7
1.5,73,58,72,56.4
3.2,55,31,85,48.1
7.4,80,83,57,71.4
4.8,55,31,51,46.1
3.8,84,32,90,62.8
3.9,64,85,62,65.4
4.6,78,40,83,62.4
7.9,52,61,64,65.0
8.9,60,33,99,71.7
9.6,52,38,76,58.1
7.9,77,85,43,70.6
3.2,59,45,52,45.3
6.9,99,100,57,84.2
4.4,82,39,68,58.9
2.5,97,65,83,73.8
8.4,65,53,69,67.9
0.4,59,93,87,64.3
9.0,82,85,94,86.5
4.6,85,51,77,66.1
6.4,52,81,67,66.7
6.6,54,79,99,78.7
9.0,61,76,46,64.1
6.4,93,52,63,70.6
6.1,62,48,80,67.2
0.7,73,81,49,56.9
5.2,93,63,76,74.0
1.5,81,58,66,60.9
7.4,65,90,60,68.7
5.1,81,64,75,71.7
6.8,94,34,82,72.5
0.4,86,36,90,57.7
0.8,85,70,68,63.9
7.2,70,31,46,47.3
0.7,96,39,52,57.7
0.7,61,73,84,64.9
0.1,100,99,92,80.0
9.6,70,64,62,67.5
7.4,100,91,89,89.4
3.5,70,49,96,68.9
3.0,92,64,64,67.0
3.5,55,66,100,67.0
7.7,58,83,80,74.4
6.6,50,57,84,67.1
1.9,61,99,52,62.7
1.7,63,61,76,58.4
1.0,55,40,69,50.7
6.6,50,71,65,65.9
7.6,71,52,51,58.0
2.7,83,59,96,64.7
0.2,60,38,40,39.7
0.8,52,88,57,59.4
9.7,91,57,97,84.1
3.0,55,62,60,52.7
7.7,55,76,92,79.4
6.2,69,51,93,65.4
3.8,70,58,63,55.8
2.1,51,63,99,65.5
1.2,75,71,56,58.4
6.2,80,81,81,82.9
7.7,75,76,99,80.9
6.4,81,80,48,68.8
5.3,59,74,91,72.1
0.4,72,63,79,63.4
9.7,55,50,67,69.3
8.0,72,42,54,62.3
2.9,77,83,52,68.6
9.8,98,54,67,75.3
6.0,79,50,92,73.6
5.8,63,30,56,52.5
7.5,86,87,48,73.4
8.1,81,98,95,85.5
6.6,98,100,60,81.5
1.3,83,42,69,55.1
3.4,90,81,50,68.3
9.3,93,52,69,76.9
2.2,100,50,75,70.0
3.7,71,35,95,66.4
4.3,80,49,64,62.5
4.4,56,69,46,51.2
6.1,90,38,59,59.6
9.4,70,79,94,81.7
2.4,65,57,93,66.7
1.2,69,40,98,60.9
2.0,92,85,99,78.5
8.9,93,64,74,75.6
6.5,96,54,49,65.0
2.9,99,48,74,63.2
8.2,68,60,40,60.3
8.6,97,79,53,80.3
8.5,81,92,84,86.5
9.2,64,76,44,65.4
2.5,54,30,79,48.8
7.6,60,87,83,72.3
4.6,64,39,77,55.0
8.4,78,37,95,71.8
7.3,99,55,94,87.4
7.8,94,63,73,81.0
6.6,53,48,63,52.0
1.8,98,30,43,54.3
5.5,85,77,66,73.8
9.8,97,54,44,71.7
9.4,72,53,82,79.7
0.4,64,76,52,54.2
1.6,95,98,79,81.7
1.3,93,96,60,76.0
7.3,52,61,76,61.7
8.2,81,46,71,61.8
2.1,59,90,77,63.2
5.1,89,98,70,82.0
8.4,87,40,71,71.1
7.3,71,67,54,67.5
5.4,63,97,94,81.2
5.9,66,48,96,68.1
5.1,70,46,87,61.7
3.0,100,42,69,64.2
5.7,97,30,82,69.0
6.9,64,31,46,51.7
8.7,64,95,77,85.0
6.4,50,97,70,69.4
7.6,73,45,83,65.9
1.6,61,33,65,44.7
4.6,59,86,75,61.0
0.1,95,52,85,67.3
2.5,91,31,82,60.8
7.3,91,96,65,82.5
9.9,80,55,83,73.7
1.0,60,36,41,42.2
4.0,65,73,82,68.0
8.0,58,62,84,73.6
2.0,96,93,82,80.3
5.6,63,65,48,60.0
7.3,68,33,97,70.3
6.2,80,52,98,72.3
1.9,58,54,92,58.1
3.6,85,56,87,73.7
7.8,88,80,44,68.5
5.5,75,98,66,75.9
0.1,57,52,51,44.7
7.6,73,38,74,60.7
0.4,57,62,68,54.8
7.5,68,64,55,62.8
2.0,96,79,58,70.4
9.6,97,53,88,78.6
3.7,79,53,99,70.7
3.3,71,48,82,67.3
1.5,58,68,92,62.9
3.1,93,90,90,82.0
8.8,97,54,66,71.4
10.0,53,54,57,63.8
3.7,86,56,98,72.4
4.5,57,61,80,63.3
7.2,50,40,52,53.7
8.9,77,98,69,82.5
5.9,55,62,65,63.3
3.9,96,48,45,63.6
4.1,85,45,42,56.7
7.0,60,40,62,56.5
0.0,54,98,51,58.5
6.2,99,84,80,85.9
3.6,73,54,80,65.0
7.9,96,63,54,68.8
0.9,67,41,40,41.8
5.9,69,50,89,69.6
4.8,77,58,86,70.0
6.4,62,80,47,63.3
0.6,54,52,70,55.6
5.8,79,62,50,65.9
5.6,50,37,56,51.8
5.6,71,71,66,66.8
6.0,67,98,99,84.5
6.8,95,70,70,76.9
8.0,54,92,66,69.3
2.7,80,43,53,54.8
8.3,55,91,90,78.5
5.0,76,75,98,77.1
0.8,74,96,62,70.6
0.6,78,82,95,72.3
3.3,77,81,44,63.6
7.8,65,36,69,59.7
7.1,61,83,73,73.6
7.9,69,40,86,66.9
5.2,67,54,58,60.6
4.4,83,88,96,78.1
1.5,72,95,70,70.2
3.3,94,56,55,63.3
4.3,76,87,84,72.5
0.9,98,40,66,54.9
2.2,66,84,100,71.4
6.0,97,48,65,66.8
7.4,70,68,78,71.2
10.0,99,99,68,91.8
9.3,89,40,88,76.2
6.4,80,43,90,65.3
4.2,52,89,96,69.9
6.4,66,65,78,65.7
7.9,99,70,83,82.9
1.2,75,31,84,54.7
4.1,72,86,68,73.5
8.4,55,89,84,74.0
3.8,77,49,85,67.1
5.7,57,51,86,58.0
5.9,94,33,70,64.5
1.8,57,85,41,57.3
3.6,68,87,45,65.1
3.3,87,94,48,76.4
0.3,78,87,54,70.5
0.2,72,59,59,55.6
8.3,96,48,87,73.5
2.7,81,91,97,91.4
5.2,59,97,41,68.2
3.0,76,73,42,62.8
9.4,98,90,94,92.7
2.6,50,50,91,56.3
4.3,88,39,94,65.6
8.7,78,59,92,79.2
8.4,94,53,69,72.6
1.9,52,77,47,55.4
8.0,100,84,79,84.8
4.6,96,81,60,77.8
4.8,86,67,78,73.5
1.3,80,96,82,79.1
0.8,60,37,93,59.9
7.3,71,58,52,63.5
5.0,67,39,79,63.1
4.4,84,98,80,85.3
7.3,55,97,87,78.2
7.7,52,78,76,70.3
1.6,54,87,94,69.0
